ANO,MES,DIA,MUNICIPIO,ESTACION,SO2,CO,NO,NO2,PM2.5,PM10,NOx,O3,TOL,BEN,EBE
2021,9,10,79,57,2.0,,2.0,14.0,,,17.0,,,,
2021,9,10,79,58,,,2.0,11.0,,,13.0,67.0,,,
2021,9,10,79,59,,,2.0,11.0,,,14.0,60.0,,,
2021,9,10,79,60,,,1.0,16.0,,8.0,18.0,67.0,,,
2021,9,11,79,4,10.0,0.3,6.0,14.0,,,22.0,,,,
2021,9,11,79,8,6.0,0.2,4.0,31.0,3.0,10.0,36.0,46.0,0.7,0.1,0.1
2021,9,11,79,11,,,5.0,27.0,,,34.0,,0.9,0.2,0.1
2021,9,11,79,16,,,4.0,25.0,,,31.0,52.0,,,
2021,9,11,79,17,,,6.0,31.0,,,40.0,45.0,,,
2021,9,11,79,18,,0.3,3.0,20.0,,10.0,24.0,45.0,0.8,0.1,0.1
2021,9,11,79,24,,,2.0,12.0,5.0,10.0,15.0,51.0,0.5,0.1,0.1
2021,9,11,79,27,,,6.0,30.0,,,39.0,49.0,,,
2021,9,11,79,35,8.0,0.2,4.0,20.0,,,27.0,52.0,,,
2021,9,11,79,36,6.0,,3.0,29.0,,14.0,34.0,,,,
2021,9,11,79,38,,,5.0,22.0,5.0,8.0,29.0,,0.4,0.1,0.1
2021,9,11,79,39,,,5.0,27.0,,,35.0,,,,
2021,9,11,79,40,,,4.0,26.0,,,32.0,,,,
2021,9,11,79,47,,,7.0,19.0,,,29.0,,,,
2021,9,11,79,48,,,2.0,25.0,6.0,11.0,27.0,,,,
2021,9,11,79,49,,,1.0,10.0,,,12.0,47.0,,,
2021,9,11,79,50,,,8.0,34.0,7.0,14.0,47.0,,,,
2021,9,11,79,54,,,3.0,22.0,,,27.0,37.0,,,
2021,9,11,79,55,,,5.0,28.0,,17.0,37.0,,0.7,0.2,1.1
2021,9,11,79,56,,0.2,14.0,33.0,7.0,11.0,54.0,,,,
2021,9,11,79,57,2.0,,3.0,22.0,6.0,11.0,27.0,,,,
2021,9,11,79,58,,,1.0,17.0,,,19.0,45.0,,,
2021,9,11,79,59,,,2.0,21.0,,,24.0,46.0,,,
2021,9,11,79,60,,,2.0,25.0,,9.0,27.0,54.0,,,
2021,9,12,79,4,10.0,0.3,9.0,17.0,,,31.0,,,,
2021,9,12,79,8,6.0,0.2,7.0,38.0,8.0,13.0,49.0,48.0,1.0,0.2,0.2
2021,9,12,79,11,,,4.0,32.0,,,37.0,,1.0,0.2,0.1
2021,9,12,79,16,,,3.0,26.0,,,30.0,57.0,,,
2021,9,12,79,17,,,21.0,42.0,,,74.0,48.0,,,
2021,9,12,79,18,,0.3,8.0,34.0,,21.0,47.0,39.0,1.5,0.2,0.3
2021,9,12,79,24,,,2.0,25.0,8.0,19.0,27.0,47.0,0.8,0.2,0.1
2021,9,12,79,27,,,5.0,36.0,,,44.0,49.0,,,
2021,9,12,79,35,8.0,0.3,6.0,35.0,,,45.0,45.0,,,
2021,9,12,79,36,6.0,,4.0,31.0,,23.0,37.0,,,,
2021,9,12,79,38,,,9.0,34.0,7.0,13.0,48.0,,0.8,0.1,0.2
2021,9,12,79,39,,,14.0,35.0,,,57.0,,,,
2021,9,12,79,40,,,5.0,30.0,,,38.0,,,,
2021,9,12,79,47,,,9.0,32.0,,,46.0,,,,
2021,9,12,79,48,,,1.0,25.0,9.0,16.0,27.0,,,,
2021,9,12,79,49,,,2.0,16.0,,,18.0,46.0,,,
2021,9,12,79,50,,,2.0,31.0,9.0,19.0,35.0,,,,
2021,9,12,79,54,,,8.0,28.0,,,41.0,,,,
2021,9,12,79,55,,,7.0,40.0,,24.0,51.0,,0.6,0.2,0.9
2021,9,12,79,56,,0.2,22.0,46.0,10.0,13.0,80.0,,,,
2021,9,12,79,57,2.0,,2.0,22.0,9.0,17.0,26.0,,,,
2021,9,12,79,58,,,1.0,17.0,,,18.0,53.0,,,
2021,9,12,79,59,,,1.0,19.0,,,21.0,50.0,,,
2021,9,12,79,60,,,1.0,24.0,,14.0,26.0,62.0,,,
2021,9,13,79,4,11.0,0.3,24.0,21.0,,,57.0,,,,
2021,9,13,79,8,6.0,,11.0,47.0,21.0,37.0,63.0,32.0,1.5,0.2,0.2
2021,9,13,79,11,,,12.0,42.0,,,60.0,,1.6,0.2,0.2
2021,9,13,79,16,,,7.0,34.0,,,44.0,39.0,,,
2021,9,13,79,17,,,33.0,54.0,,,105.0,,,,
2021,9,13,79,18,,0.3,10.0,40.0,,27.0,55.0,26.0,2.4,0.2,0.3
2021,9,13,79,24,,,4.0,26.0,15.0,32.0,33.0,36.0,2.0,0.2,0.1
2021,9,13,79,27,,,8.0,39.0,,,52.0,36.0,,,
2021,9,13,79,35,9.0,0.3,12.0,41.0,,,60.0,33.0,,,
2021,9,13,79,36,6.0,,13.0,43.0,,44.0,63.0,,,,
2021,9,13,79,38,,,16.0,42.0,15.0,27.0,67.0,,,,
2021,9,13,79,39,,,8.0,36.0,,,48.0,,,,
2021,9,13,79,40,,,6.0,36.0,,,46.0,,,,
2021,9,13,79,47,,,17.0,35.0,,,61.0,,,,
2021,9,13,79,48,,,7.0,35.0,15.0,25.0,46.0,,,,
2021,9,13,79,49,,,3.0,18.0,,,23.0,33.0,,,
2021,9,13,79,50,,,11.0,42.0,25.0,45.0,59.0,,,,
2021,9,13,79,54,,,12.0,37.0,,,55.0,,,,
2021,9,13,79,55,,,9.0,47.0,,46.0,61.0,,0.6,0.2,1.2
2021,9,13,79,56,,0.2,21.0,53.0,15.0,30.0,85.0,,,,
2021,9,13,79,57,3.0,,7.0,31.0,15.0,29.0,42.0,,,,
2021,9,13,79,58,,,2.0,20.0,,,24.0,41.0,,,
2021,9,13,79,59,,,2.0,23.0,,,26.0,39.0,,,
2021,9,13,79,60,,,4.0,36.0,,29.0,42.0,43.0,,,
2021,9,14,79,4,12.0,0.2,8.0,15.0,,,27.0,,,,
2021,9,14,79,8,6.0,0.1,6.0,28.0,35.0,41.0,37.0,26.0,0.6,0.1,0.2
2021,9,14,79,11,,,13.0,32.0,,,52.0,,0.8,,0.1
2021,9,14,79,16,,,5.0,22.0,,,29.0,37.0,,,
2021,9,14,79,17,,,3.0,28.0,,,33.0,26.0,,,
2021,9,14,79,18,,0.2,5.0,26.0,,22.0,33.0,28.0,1.1,0.1,0.1
2021,9,14,79,24,,,2.0,19.0,8.0,16.0,22.0,28.0,1.3,0.1,0.1
2021,9,14,79,27,,,5.0,25.0,,,32.0,28.0,,,
2021,9,14,79,35,8.0,0.2,4.0,25.0,,,31.0,32.0,,,
2021,9,14,79,36,6.0,,4.0,25.0,,21.0,32.0,,,,
2021,9,14,79,38,,,4.0,23.0,11.0,16.0,30.0,,0.5,0.1,0.1
2021,9,14,79,39,,,3.0,23.0,,,27.0,,,,
2021,9,14,79,40,,,4.0,23.0,,,30.0,,,,
2021,9,14,79,47,,,6.0,19.0,,,28.0,,,,
2021,9,14,79,48,,,3.0,27.0,13.0,20.0,31.0,,,,
2021,9,14,79,49,,,1.0,16.0,,,18.0,29.0,,,
2021,9,14,79,50,,,5.0,26.0,43.0,49.0,33.0,,,,
2021,9,14,79,54,,,5.0,23.0,,,30.0,21.0,,,
2021,9,14,79,55,,,5.0,27.0,,43.0,35.0,,0.9,0.1,0.8
2021,9,14,79,56,,0.1,15.0,39.0,17.0,22.0,63.0,,,,
2021,9,14,79,57,2.0,,3.0,21.0,10.0,17.0,25.0,,,,
2021,9,14,79,58,,,2.0,17.0,,,21.0,36.0,,,
2021,9,14,79,59,,,1.0,18.0,,,20.0,30.0,,,
2021,9,14,79,60,,,2.0,26.0,,15.0,29.0,36.0,,,
2021,9,15,79,4,11.0,0.2,,,,,,,,,
2021,9,15,79,8,5.0,0.2,8.0,33.0,21.0,24.0,44.0,37.0,0.8,0.2,0.2
2021,9,15,79,11,,,8.0,30.0,,,42.0,,0.9,0.1,0.1
2021,9,15,79,16,,,5.0,23.0,,,30.0,48.0,,,
2021,9,15,79,17,,,6.0,35.0,,,45.0,35.0,,,
2021,9,15,79,18,,0.3,8.0,29.0,,21.0,42.0,33.0,1.0,0.2,0.2
2021,9,15,79,24,,,3.0,17.0,5.0,9.0,22.0,38.0,1.1,,0.1
2021,9,15,79,27,,,6.0,24.0,,,33.0,45.0,,,
2021,9,15,79,35,8.0,0.2,4.0,24.0,,,30.0,46.0,,,
2021,9,15,79,36,6.0,,4.0,27.0,,12.0,34.0,,,,
2021,9,15,79,38,,,6.0,24.0,9.0,12.0,34.0,,0.4,0.1,0.1
2021,9,15,79,39,,,4.0,25.0,,,31.0,,,,
2021,9,15,79,40,,,6.0,26.0,,11.0,35.0,,,,
2021,9,15,79,47,,,6.0,20.0,6.0,6.0,30.0,,,,
2021,9,15,79,48,,,3.0,25.0,10.0,13.0,30.0,,,,
2021,9,15,79,49,,,1.0,16.0,,,18.0,37.0,,,
2021,9,15,79,50,,,10.0,34.0,,41.0,50.0,,,,
2021,9,15,79,54,,,8.0,24.0,,,35.0,30.0,,,
2021,9,15,79,55,,,9.0,25.0,,29.0,39.0,,1.1,0.2,
2021,9,15,79,56,,0.2,16.0,39.0,13.0,15.0,63.0,,,,
2021,9,15,79,57,2.0,,4.0,24.0,6.0,11.0,30.0,,,,
2021,9,15,79,58,,,3.0,15.0,,,20.0,43.0,,,
2021,9,15,79,59,,,4.0,19.0,,,25.0,41.0,,,
2021,9,15,79,60,,,3.0,28.0,,10.0,33.0,44.0,,,
2021,9,16,79,4,11.0,0.3,19.0,44.0,,,73.0,,,,
2021,9,16,79,8,5.0,0.2,10.0,45.0,13.0,19.0,61.0,35.0,1.4,0.2,0.3
2021,9,16,79,11,,,7.0,46.0,,,57.0,,1.6,0.1,0.2
2021,9,16,79,16,,,7.0,39.0,,,49.0,39.0,,,
2021,9,16,79,17,,,8.0,41.0,,,53.0,40.0,,,
2021,9,16,79,18,,0.3,12.0,37.0,,22.0,56.0,37.0,1.6,0.2,0.3
2021,9,16,79,24,,,8.0,26.0,9.0,16.0,38.0,40.0,2.8,0.3,0.2
2021,9,16,79,27,,,7.0,37.0,,,48.0,39.0,,,
2021,9,16,79,35,9.0,0.3,9.0,39.0,,,52.0,41.0,,,
2021,9,16,79,36,6.0,,8.0,47.0,,17.0,59.0,,,,
2021,9,16,79,38,,,12.0,38.0,11.0,15.0,56.0,,1.0,0.1,0.2
2021,9,16,79,39,,,5.0,38.0,,,46.0,38.0,,,
2021,9,16,79,40,,,8.0,42.0,,,55.0,,,,
2021,9,16,79,47,,,14.0,38.0,8.0,17.0,59.0,,,,
2021,9,16,79,48,,,6.0,41.0,8.0,14.0,51.0,,,,
2021,9,16,79,49,,,4.0,32.0,,,38.0,34.0,,,
2021,9,16,79,50,,,9.0,45.0,14.0,22.0,59.0,,,,
2021,9,16,79,54,,,11.0,38.0,,,55.0,25.0,,,
2021,9,16,79,55,,,9.0,38.0,,22.0,52.0,,1.0,0.2,1.7
2021,9,16,79,56,,0.2,23.0,50.0,12.0,17.0,84.0,,,,
2021,9,16,79,57,2.0,,5.0,34.0,9.0,14.0,41.0,,,,
2021,9,16,79,58,,,3.0,19.0,,,24.0,44.0,,,
2021,9,16,79,59,,,5.0,31.0,,,39.0,35.0,,,
2021,9,16,79,60,,,3.0,35.0,,11.0,40.0,45.0,,,
2021,9,17,79,4,11.0,0.3,20.0,39.0,,,70.0,,,,
2021,9,17,79,8,5.0,0.2,9.0,41.0,10.0,19.0,55.0,46.0,1.2,0.2,0.2
2021,9,17,79,11,,,9.0,35.0,,,48.0,,1.1,0.2,0.2
2021,9,17,79,16,,,6.0,27.0,,,36.0,54.0,,,
2021,9,17,79,17,,,15.0,44.0,,,67.0,42.0,,,
2021,9,17,79,18,,0.3,11.0,30.0,,21.0,47.0,43.0,1.4,0.2,0.2
2021,9,17,79,24,,,5.0,18.0,7.0,12.0,25.0,49.0,1.3,0.2,0.1
2021,9,17,79,27,,,8.0,29.0,,,41.0,51.0,,,
2021,9,17,79,35,9.0,0.3,7.0,31.0,,,41.0,51.0,,,
2021,9,17,79,36,6.0,,9.0,35.0,,17.0,48.0,,,,
2021,9,17,79,38,,,10.0,32.0,8.0,12.0,47.0,,0.9,0.2,0.2
2021,9,17,79,39,,,5.0,32.0,,,40.0,46.0,,,
2021,9,17,79,40,,,8.0,31.0,,16.0,43.0,,,,
2021,9,17,79,47,,,9.0,25.0,7.0,15.0,39.0,,,,
2021,9,17,79,48,,,5.0,31.0,7.0,11.0,38.0,,,,
2021,9,17,79,49,,,3.0,23.0,,,28.0,46.0,,,
2021,9,17,79,50,,,11.0,43.0,7.0,14.0,60.0,,,,
2021,9,17,79,54,,,8.0,27.0,,,40.0,38.0,,,
2021,9,17,79,55,,,10.0,34.0,,21.0,49.0,,0.5,0.2,1.2
2021,9,17,79,56,,0.2,14.0,41.0,8.0,12.0,63.0,,,,
2021,9,17,79,57,2.0,,5.0,24.0,8.0,12.0,31.0,,,,
2021,9,17,79,58,,,4.0,16.0,,,22.0,50.0,,,
2021,9,17,79,59,,,3.0,20.0,,,25.0,47.0,,,
2021,9,17,79,60,,,4.0,28.0,,10.0,35.0,56.0,,,
2021,9,18,79,4,10.0,0.2,9.0,24.0,,,37.0,,,,
2021,9,18,79,8,5.0,0.1,6.0,29.0,,,38.0,53.0,0.7,0.1,0.2
2021,9,18,79,11,,,5.0,27.0,,,35.0,,1.0,0.1,0.1
2021,9,18,79,16,,,4.0,24.0,,,30.0,58.0,,,
2021,9,18,79,17,,,6.0,31.0,,,41.0,51.0,,,
2021,9,18,79,18,,0.3,3.0,18.0,,12.0,23.0,51.0,0.9,0.1,0.1
2021,9,18,79,24,,,1.0,8.0,6.0,9.0,10.0,59.0,0.5,0.1,0.1
2021,9,18,79,27,,,5.0,24.0,,,31.0,57.0,,,
2021,9,18,79,35,8.0,0.2,4.0,23.0,,,29.0,55.0,,,
2021,9,18,79,36,6.0,,6.0,27.0,,12.0,36.0,,,,
2021,9,18,79,38,,,5.0,20.0,8.0,11.0,28.0,,0.3,0.1,0.1
2021,9,18,79,39,,,4.0,20.0,,,25.0,53.0,,,
2021,9,18,79,40,,,8.0,25.0,,14.0,37.0,,,,
2021,9,18,79,47,,,7.0,15.0,6.0,11.0,25.0,,,,
2021,9,18,79,48,,,3.0,22.0,5.0,7.0,26.0,,,,
2021,9,18,79,49,,,2.0,16.0,,,20.0,50.0,,,
2021,9,18,79,50,,,7.0,29.0,3.0,5.0,40.0,,,,
2021,9,18,79,54,,,6.0,28.0,,,36.0,36.0,,,
2021,9,18,79,55,,,6.0,28.0,,16.0,37.0,,0.7,0.2,1.1
2021,9,18,79,56,,0.1,8.0,30.0,4.0,7.0,43.0,,,,
2021,9,18,79,57,2.0,,2.0,22.0,8.0,11.0,25.0,,,,
2021,9,18,79,58,,,2.0,12.0,,,16.0,48.0,,,
2021,9,18,79,59,,,2.0,23.0,,,26.0,48.0,,,
2021,9,18,79,60,,,2.0,25.0,,8.0,28.0,59.0,,,
2021,9,19,79,4,10.0,0.2,3.0,26.0,,,31.0,,,,
2021,9,19,79,8,6.0,0.1,3.0,25.0,,,30.0,61.0,0.4,0.2,0.1
2021,9,19,79,11,,,2.0,17.0,,,21.0,,0.2,,0.2
2021,9,19,79,16,,,3.0,22.0,,,27.0,59.0,,,
2021,9,19,79,17,,,8.0,34.0,,,47.0,53.0,,,
2021,9,19,79,18,,0.3,3.0,26.0,,11.0,31.0,50.0,0.8,0.1,0.2
2021,9,19,79,24,,,1.0,15.0,5.0,10.0,17.0,57.0,0.5,0.2,0.1
2021,9,19,79,27,,,6.0,28.0,,,37.0,56.0,,,
2021,9,19,79,35,8.0,0.3,2.0,22.0,,,24.0,59.0,,,
2021,9,19,79,36,6.0,,2.0,24.0,,12.0,27.0,,,,
2021,9,19,79,38,,,3.0,22.0,3.0,5.0,26.0,,0.3,0.1,0.1
2021,9,19,79,39,,,5.0,24.0,,,31.0,62.0,,,
2021,9,19,79,40,,,2.0,21.0,,,24.0,,,,
2021,9,19,79,47,,,6.0,18.0,4.0,8.0,27.0,,,,
2021,9,19,79,48,,,1.0,19.0,5.0,7.0,20.0,,,,
2021,9,19,79,49,,,1.0,14.0,,,16.0,53.0,,,
2021,9,19,79,50,,,3.0,23.0,4.0,7.0,27.0,,,,
2021,9,19,79,54,,,6.0,21.0,,,30.0,43.0,,,
2021,9,19,79,55,,,4.0,26.0,,9.0,32.0,,0.1,0.2,0.5
2021,9,19,79,56,,0.2,13.0,41.0,7.0,11.0,60.0,,,,
2021,9,19,79,57,2.0,,2.0,20.0,5.0,8.0,23.0,,,,
2021,9,19,79,58,,,1.0,15.0,,,17.0,51.0,,,
2021,9,19,79,59,,,3.0,19.0,,,23.0,50.0,,,
2021,9,19,79,60,,,1.0,20.0,,8.0,22.0,67.0,,,
2021,9,20,79,4,10.0,0.3,8.0,31.0,,,42.0,,,,
2021,9,20,79,8,4.0,0.1,5.0,27.0,5.0,10.0,35.0,52.0,0.6,0.2,0.1
2021,9,20,79,11,,,3.0,19.0,,,23.0,,0.3,0.3,0.1
2021,9,20,79,16,,,4.0,17.0,,,23.0,59.0,,,
2021,9,20,79,17,,,9.0,34.0,,,48.0,49.0,,,
2021,9,20,79,18,,0.3,7.0,26.0,,16.0,36.0,44.0,1.9,0.1,0.2
2021,9,20,79,24,,,2.0,14.0,6.0,10.0,17.0,53.0,1.1,0.2,0.1
2021,9,20,79,27,,,4.0,22.0,,,28.0,56.0,,,
2021,9,20,79,35,9.0,0.3,4.0,25.0,,,31.0,50.0,,,
2021,9,20,79,36,6.0,,3.0,18.0,,10.0,23.0,,,,
2021,9,20,79,38,,,8.0,25.0,4.0,7.0,37.0,,0.5,0.2,0.1
2021,9,20,79,39,,,3.0,21.0,,,26.0,,,,
2021,9,20,79,40,,,3.0,16.0,,,20.0,,,,
2021,9,20,79,47,,,9.0,24.0,5.0,12.0,37.0,,,,
2021,9,20,79,48,,,1.0,15.0,6.0,10.0,17.0,,,,
2021,9,20,79,49,,,1.0,17.0,,,19.0,51.0,,,
2021,9,20,79,50,,,2.0,20.0,5.0,11.0,23.0,,,,
2021,9,20,79,54,,,5.0,20.0,,,27.0,41.0,,,
2021,9,20,79,55,,,6.0,24.0,,10.0,33.0,,0.1,0.1,0.6
2021,9,20,79,56,,0.2,13.0,39.0,6.0,10.0,60.0,,,,
2021,9,20,79,57,2.0,,2.0,13.0,,,16.0,,,,
2021,9,20,79,58,,,2.0,11.0,,,14.0,53.0,,,
2021,9,20,79,59,,,1.0,12.0,,,14.0,54.0,,,
2021,9,20,79,60,,,2.0,20.0,,8.0,23.0,65.0,,,
2021,9,21,79,4,10.0,0.2,5.0,20.0,,,28.0,,,,
2021,9,21,79,8,2.0,0.2,5.0,23.0,3.0,7.0,30.0,52.0,0.5,0.2,0.1
2021,9,21,79,11,,,2.0,12.0,,,15.0,,0.2,0.2,0.1
2021,9,21,79,16,,,3.0,11.0,,,15.0,58.0,,,
2021,9,21,79,17,,,2.0,14.0,,,16.0,62.0,,,
2021,9,21,79,18,,0.2,3.0,11.0,,9.0,16.0,54.0,,0.1,0.1
2021,9,21,79,24,,,1.0,7.0,3.0,6.0,9.0,60.0,0.3,0.1,0.1
2021,9,21,79,27,,,2.0,10.0,,,14.0,62.0,,,
2021,9,21,79,35,9.0,0.3,4.0,19.0,,,25.0,50.0,,,
2021,9,21,79,36,6.0,,2.0,11.0,,7.0,14.0,,,,
2021,9,21,79,38,,,7.0,16.0,3.0,5.0,27.0,,0.5,0.2,0.1
2021,9,21,79,39,,,2.0,13.0,,,16.0,48.0,,,
2021,9,21,79,40,,,2.0,13.0,,6.0,16.0,,,,
2021,9,21,79,47,,,6.0,11.0,1.0,6.0,21.0,,,,
2021,9,21,79,48,,,1.0,11.0,4.0,6.0,13.0,,,,
2021,9,21,79,49,,,1.0,14.0,,,16.0,49.0,,,
2021,9,21,79,50,,,2.0,13.0,5.0,8.0,16.0,,,,
2021,9,21,79,54,,,4.0,14.0,,,21.0,42.0,,,
2021,9,21,79,55,,,3.0,10.0,,7.0,15.0,,0.1,0.3,0.3
2021,9,21,79,56,,0.1,13.0,31.0,3.0,6.0,50.0,,,,
2021,9,21,79,57,1.0,,2.0,9.0,3.0,6.0,12.0,,,,
2021,9,21,79,58,,,2.0,8.0,,,11.0,60.0,,,
2021,9,21,79,59,,,1.0,9.0,,,11.0,54.0,,,
2021,9,21,79,60,,,2.0,16.0,,6.0,18.0,63.0,,,
2021,9,22,79,4,10.0,0.2,9.0,29.0,,,43.0,,,,
2021,9,22,79,8,1.0,0.2,5.0,28.0,4.0,10.0,35.0,56.0,0.6,0.1,0.1
2021,9,22,79,11,,,3.0,19.0,,,24.0,,0.4,0.3,0.1
2021,9,22,79,16,,,2.0,14.0,,,17.0,64.0,,,
2021,9,22,79,17,,,2.0,22.0,,,25.0,59.0,,,
2021,9,22,79,18,,0.3,3.0,19.0,,8.0,24.0,55.0,1.0,0.1,0.1
2021,9,22,79,24,,,1.0,12.0,4.0,7.0,14.0,63.0,0.7,0.1,0.1
2021,9,22,79,27,,,3.0,16.0,,,20.0,64.0,,,
2021,9,22,79,35,9.0,0.3,4.0,25.0,,,32.0,52.0,,,
2021,9,22,79,36,6.0,,2.0,17.0,,12.0,20.0,,,,
2021,9,22,79,38,,,9.0,25.0,4.0,7.0,39.0,,0.6,0.1,0.1
2021,9,22,79,39,,,2.0,17.0,,,20.0,52.0,,,
2021,9,22,79,40,,,3.0,19.0,,7.0,23.0,,,,
2021,9,22,79,47,,,6.0,16.0,4.0,9.0,25.0,,,,
2021,9,22,79,48,,,1.0,16.0,4.0,7.0,18.0,,,,
2021,9,22,79,49,,,1.0,16.0,,,18.0,53.0,,,
2021,9,22,79,50,,,3.0,20.0,6.0,9.0,24.0,,,,
2021,9,22,79,54,,,5.0,19.0,,,28.0,44.0,,,
2021,9,22,79,55,,,4.0,19.0,,10.0,24.0,,0.2,0.2,0.5
2021,9,22,79,56,,0.1,13.0,37.0,5.0,8.0,57.0,,,,
2021,9,22,79,57,1.0,,2.0,13.0,4.0,8.0,17.0,,,,
2021,9,22,79,58,,,1.0,8.0,,,10.0,70.0,,,
2021,9,22,79,59,,,1.0,10.0,,,12.0,59.0,,,
2021,9,22,79,60,,,1.0,19.0,,8.0,21.0,69.0,,,
2021,9,23,79,4,10.0,0.2,6.0,25.0,,,35.0,,,,
2021,9,23,79,8,1.0,0.1,4.0,27.0,6.0,13.0,34.0,59.0,0.5,0.1,0.1
2021,9,23,79,11,,,3.0,20.0,,,24.0,,,,
2021,9,23,79,16,,,2.0,14.0,,,17.0,67.0,,,
2021,9,23,79,17,,,2.0,17.0,,,20.0,67.0,,,
2021,9,23,79,18,,0.3,3.0,16.0,,14.0,20.0,62.0,1.0,0.1,0.1
2021,9,23,79,24,,,1.0,10.0,5.0,11.0,11.0,68.0,0.6,0.1,0.1
2021,9,23,79,27,,,3.0,18.0,,,22.0,63.0,,,
2021,9,23,79,35,9.0,0.3,4.0,24.0,,,30.0,58.0,,,
2021,9,23,79,36,6.0,,2.0,17.0,,12.0,20.0,,,,
2021,9,23,79,38,,,5.0,21.0,6.0,10.0,29.0,,0.4,0.1,0.1
2021,9,23,79,39,,,2.0,18.0,,,21.0,59.0,,,
2021,9,23,79,40,,,3.0,16.0,,12.0,20.0,,,,
2021,9,23,79,47,,,6.0,13.0,5.0,12.0,23.0,,,,
2021,9,23,79,48,,,1.0,17.0,6.0,10.0,18.0,,,,
2021,9,23,79,49,,,1.0,14.0,,,16.0,60.0,,,
2021,9,23,79,50,,,2.0,18.0,6.0,11.0,20.0,,,,
2021,9,23,79,54,,,4.0,18.0,,,24.0,47.0,,,
2021,9,23,79,55,,,4.0,21.0,,11.0,27.0,,0.4,0.1,0.5
2021,9,23,79,56,,0.1,12.0,35.0,7.0,11.0,53.0,,,,
2021,9,23,79,57,1.0,,2.0,14.0,6.0,11.0,18.0,,,,
2021,9,23,79,58,,,1.0,8.0,,,9.0,76.0,,,
2021,9,23,79,59,,,1.0,10.0,,,12.0,61.0,,,
2021,9,23,79,60,,,1.0,17.0,,9.0,19.0,73.0,,,
2021,9,24,79,4,10.0,0.2,6.0,34.0,,,43.0,,,,
2021,9,24,79,8,1.0,0.1,9.0,41.0,36.0,47.0,55.0,32.0,0.8,0.2,0.2
2021,9,24,79,11,,,8.0,36.0,,,49.0,,0.8,0.3,0.1
2021,9,24,79,16,,,5.0,28.0,,,35.0,41.0,,,
2021,9,24,79,17,,,4.0,36.0,,,42.0,36.0,,,
2021,9,24,79,18,,0.3,4.0,29.0,,35.0,36.0,40.0,1.1,0.1,0.2
2021,9,24,79,24,,,2.0,17.0,8.0,20.0,21.0,40.0,0.9,0.2,0.1
2021,9,24,79,27,,,3.0,25.0,,,30.0,42.0,,,
2021,9,24,79,35,9.0,0.3,6.0,34.0,,,43.0,41.0,,,
2021,9,24,79,36,6.0,,4.0,32.0,,,39.0,,,,
2021,9,24,79,38,,,7.0,30.0,15.0,23.0,40.0,,0.5,0.1,0.1
2021,9,24,79,39,,,3.0,26.0,,,30.0,33.0,,,
2021,9,24,79,40,,,4.0,28.0,,26.0,34.0,,,,
2021,9,24,79,47,,,7.0,23.0,14.0,27.0,34.0,,,,
2021,9,24,79,48,,,3.0,29.0,15.0,23.0,33.0,,,,
2021,9,24,79,49,,,2.0,25.0,,,28.0,34.0,,,
2021,9,24,79,50,,,5.0,28.0,13.0,27.0,36.0,,,,
2021,9,24,79,54,,,7.0,27.0,,,37.0,28.0,,,
2021,9,24,79,55,,,5.0,29.0,,50.0,36.0,,0.4,0.2,0.8
2021,9,24,79,56,,0.1,15.0,44.0,23.0,30.0,66.0,,,,
2021,9,24,79,57,1.0,,3.0,20.0,9.0,20.0,25.0,,,,
2021,9,24,79,58,,,1.0,12.0,,,15.0,52.0,,,
2021,9,24,79,59,,,1.0,20.0,,,22.0,40.0,,,
2021,9,24,79,60,,,2.0,25.0,,14.0,27.0,51.0,,,
2021,9,25,79,4,10.0,0.2,4.0,29.0,,,34.0,,,,
2021,9,25,79,8,1.0,0.1,6.0,32.0,20.0,25.0,41.0,51.0,0.6,0.1,0.2
2021,9,25,79,11,,,3.0,26.0,,,30.0,,0.7,0.3,0.1
2021,9,25,79,16,,,2.0,21.0,,,24.0,67.0,,,
2021,9,25,79,17,,,4.0,29.0,,,34.0,57.0,,,
2021,9,25,79,18,,0.3,2.0,20.0,,21.0,23.0,56.0,1.0,0.1,0.2
2021,9,25,79,24,,,1.0,12.0,8.0,14.0,14.0,59.0,0.9,0.2,0.2
2021,9,25,79,27,,,2.0,21.0,,,25.0,63.0,,,
2021,9,25,79,35,9.0,0.2,2.0,21.0,,,24.0,60.0,,,
2021,9,25,79,36,3.0,,1.0,22.0,,11.0,24.0,,,,
2021,9,25,79,38,,,3.0,22.0,12.0,16.0,27.0,,0.4,0.1,0.1
2021,9,25,79,39,,,2.0,24.0,,,27.0,51.0,,,
2021,9,25,79,40,,,2.0,21.0,,17.0,24.0,,,,
2021,9,25,79,47,,,6.0,18.0,8.0,13.0,27.0,,,,
2021,9,25,79,48,,,1.0,26.0,9.0,13.0,28.0,,,,
2021,9,25,79,49,,,1.0,16.0,,,18.0,50.0,,,
2021,9,25,79,50,,,7.0,30.0,12.0,18.0,40.0,,,,
2021,9,25,79,54,,,2.0,18.0,,,20.0,48.0,,,
2021,9,25,79,55,,,3.0,22.0,,21.0,27.0,,0.4,0.2,1.1
2021,9,25,79,56,,0.2,8.0,33.0,11.0,13.0,46.0,,,,
2021,9,25,79,57,1.0,,2.0,19.0,8.0,13.0,22.0,,,,
2021,9,25,79,58,,,2.0,13.0,,,15.0,49.0,,,
2021,9,25,79,59,,,1.0,18.0,,,20.0,57.0,,,
